Age,Gender,Current_status,Sleep_hours,Work_hours,Hobby_hours,Commute_time,Number_of_tasks,Task_difficulty,Work_under_pressure,Social_hours,Social_quality,Home_environment,Stressful_event,Arguing/conflict with someone,Academic/work failure or poor performance,Transportation problem / car issue,Financial stress,Health-related stress,Bad weather,Overthinking,Stress_scale
1,0,1,8.642756948321288,0.07326513901066864,3.4162944731837124,60,4.292607982731306,1,1,7.357717383014472,1,1,1,1,0,0,0,0,1,1,1
2,1,2,6.656327186247791,7.2427783610944125,6.066226482812417,60,9.395789583693906,0,2,8.463557529252903,2,1,0,0,0,0,0,0,0,2,1
0,0,3,6.279943773294203,10.242243424916975,2.5187210782419696,45,13.436272497804664,2,1,2.064946085146544,0,1,0,0,0,0,0,0,0,2,0
0,0,3,8.261271238276441,6.624944006422604,3.771694074852563,15,4.834897584461354,2,2,1.5339796133680041,0,0,1,0,1,0,0,0,0,2,1
2,1,1,5.482005582280113,0.4603153572917577,3.365144983547881,45,1.948321742640652,1,2,3.5288176599958003,1,1,0,0,0,0,0,0,0,3,0
2,1,1,6.711711821123394,1.6139221575682265,0.3020522876928956,60,6.382150134481965,0,1,8.783230363440039,2,1,1,0,0,0,0,1,0,1,1
1,0,0,8.214942902553043,0.0,4.04166085989714,60,1.6861306781306273,2,1,1.5243165752045695,2,1,1,1,0,0,0,0,1,3,1
0,0,1,8.321535596157519,1.483964601438988,2.152401443303334,45,6.6967308519529265,2,1,1.5465346299583986,0,1,1,1,1,1,0,0,0,3,2
2,1,0,8.469984021637087,1.0501412572708726,5.86503319103663,15,3.54447800973139,0,0,4.370842982509931,2,1,1,0,1,0,0,1,0,2,2
2,1,3,4.250257610419596,11.080038124031583,4.406912595642902,45,12.458380369397142,0,2,4.21906028193882,2,1,0,0,0,0,0,0,0,2,1
1,0,2,7.454280157428322,7.470851216062224,4.767729948287544,15,6.507922433491994,0,2,5.387361972487797,2,1,1,0,0,1,0,1,1,2,1
2,0,3,6.4118936832789215,8.736918348516586,3.246063306167952,150,13.004344064585819,1,1,6.056805618862474,1,1,0,0,0,0,0,0,0,2,1
1,0,1,8.901017122184735,3.0287170301488175,1.704794756125658,15,2.610918632658411,0,1,9.67879052380964,2,0,1,1,0,0,0,0,0,1,2
0,1,2,6.450880561576832,7.270832012257969,4.107350059152693,15,9.451963745454368,0,0,1.719391494871625,0,1,1,0,0,1,0,1,0,3,2
1,1,1,6.115553338306039,0.007210003239702778,6.453640085625717,15,5.906593091724111,1,0,7.1512702420273335,2,0,0,0,0,0,0,0,0,1,0
0,0,3,5.230313928800013,8.652943847150087,4.86619206739645,15,13.326313878016427,0,1,8.957039646066093,1,1,1,0,0,0,0,1,0,2,1
1,0,2,7.249327224129745,7.64614597434071,0.36334364989711965,45,9.993140312377367,0,1,2.4912071094354,2,1,1,0,0,0,1,0,0,2,1
0,0,1,6.380442191495884,0.787603179604636,6.892487187716994,60,6.458652747366704,1,2,1.5211688674513195,2,1,0,0,0,0,0,0,0,0,0
0,0,1,8.538703666586235,3.353309146666131,0.0,45,4.444292194035408,2,2,4.017899958894819,2,1,0,0,0,0,0,0,0,1,0
3,1,1,4.198411703703991,1.6138526914628963,2.810956886194674,60,3.402683050810369,1,1,0.6401332335039305,1,1,1,0,0,1,0,0,0,1,1
0,0,2,7.199809380025966,9.587224966494103,5.894463272835758,45,6.423945247226293,0,2,8.226242611130981,0,1,0,0,0,0,0,0,0,2,0
0,0,1,6.6451815629457345,0.593776594890506,1.949307771434559,15,1.7332641274054952,0,1,3.696149040682883,2,1,0,0,0,0,0,0,0,2,1
0,0,1,7.917521020666531,0.5793580293540199,2.0114294959928567,45,4.390645697765182,0,2,2.376450983334824,2,1,1,0,0,1,1,0,0,1,2
3,1,2,6.065257806502048,7.98904525585886,2.1967023896714704,45,10.065540640455636,0,1,5.508355611253002,0,1,1,0,1,1,0,0,1,2,1
2,1,1,6.04574074838464,0.0,3.947256931907521,15,6.488673479240452,0,1,1.5837656075907396,2,1,1,0,1,0,1,0,0,2,1
2,1,3,6.297600625712557,7.528214966139919,6.387308631394395,45,7.806144710124189,2,1,2.240567526584403,1,0,1,0,0,0,0,0,1,2,2
0,1,0,7.474425212904414,0.7113141148851561,0.5432660676941328,45,3.7100049490214677,0,0,2.232698583574557,2,1,1,0,0,0,0,1,0,2,2
2,1,3,6.686343634237023,8.844551158857241,1.1668396358224886,45,11.056960371932567,1,1,7.925087819472357,1,0,1,0,1,0,0,1,0,3,1
1,0,1,5.6937559041361885,2.0327300250948834,3.4930541179158943,15,4.385368748876241,0,1,1.9080189331814954,1,0,1,1,1,0,0,0,0,2,2
0,0,2,5.48042036456156,9.799148023751751,5.260495159869902,15,7.089330416364787,0,1,5.636522992158868,2,1,0,0,0,0,0,0,0,2,0
0,1,2,7.574290222796579,5.9487525892869275,5.623844349129899,150,6.446403522397345,2,0,6.151876155073695,2,0,0,0,0,0,0,0,0,2,1
0,0,1,9.095707021412549,1.6724671380388065,1.9839096756573715,15,4.379003418416735,2,1,5.045537191934114,2,1,1,1,1,0,0,0,0,3,2
3,0,1,5.174623945417426,2.494062010736907,5.361867479514878,15,6.469105549130036,0,0,1.2186427447874226,1,0,1,1,0,0,1,0,0,3,2
3,1,0,8.275109198036528,0.0,3.734770739035671,15,2.5611120658990436,2,0,0.4292018465614683,0,1,1,0,1,0,0,1,1,3,1
1,0,2,8.07666433106859,7.637801071769199,6.073941244761275,15,11.480412086794567,0,1,2.7275068716862747,2,0,1,1,0,0,0,0,0,2,2
0,0,3,6.971094806346885,6.927138454732832,4.044590480252738,45,4.06072855544221,2,1,11.706872448615668,2,1,0,0,0,0,0,0,0,2,1
0,0,1,4.631602355633881,2.7500211145170477,5.7736152601284765,45,3.2436902406574166,1,1,8.303584484097527,2,1,1,0,0,1,0,0,1,2,2
2,1,2,4.796161194212757,7.2607239633146055,0.3661380993357972,60,11.2522011206709,2,0,6.123533027228718,2,1,0,0,0,0,0,0,0,0,1
2,1,1,8.083245228004078,1.2866333391381173,5.372735323472993,15,3.1440281527932132,2,1,7.520856398494403,0,0,1,0,0,1,0,0,0,3,1
2,1,2,4.948317953374747,8.41999662493972,4.598904326695912,45,7.800433000214833,2,1,9.203700303177966,1,1,1,0,0,0,1,0,0,1,2
1,0,1,5.567698929441003,2.95161482393078,7.573095695078413,15,6.24999514534076,1,2,6.177810927430223,0,0,1,1,0,0,0,0,0,2,2
2,1,2,4.2528268462493,7.602163131553525,0.505521830590881,60,11.023034235510439,2,0,5.468392575617399,2,1,0,0,0,0,0,0,0,0,1
1,1,2,7.056546015264889,7.563382594578509,2.1239300346299084,60,5.164748589471587,0,2,9.372383898271123,1,0,1,0,1,0,0,1,0,1,1
0,0,2,5.727823851925215,9.414482804740635,3.887316317989213,45,5.863585060287286,0,2,5.048238102772785,2,1,0,0,0,0,0,0,0,2,1
0,1,1,7.397927814827023,0.8344600143495361,3.953756821492571,45,4.1975652299123185,2,2,2.154841828032115,2,1,1,1,0,0,0,0,1,1,2
0,0,1,7.934173087666252,1.581827011518302,2.417643932759261,15,4.9997641472925345,0,1,1.7754790292404325,0,1,0,0,0,0,0,0,0,1,1
3,0,2,6.264641762109958,9.873748470944594,3.1075279727408884,150,5.498873178691737,2,1,6.088290286222085,2,1,1,0,0,0,1,1,1,2,2
0,0,2,7.597320320608157,6.996080050167775,5.838521272161046,60,11.268458412760609,2,1,4.605429054732019,1,0,1,0,0,1,0,0,1,3,2
0,0,1,9.998639902445444,7.3309324549455095,4.8259510624240605,15,2.5401736158629427,2,0,5.1680508012554345,1,0,0,0,0,0,0,0,0,3,1
1,1,0,7.403978274579721,0.0,3.301750744691325,15,3.205337559571132,0,2,1.3850085220976434,2,1,0,0,0,0,0,0,0,0,1
0,0,3,4.191271848641636,9.732712210422141,5.38755604344522,45,9.914730549790558,0,2,5.682623254319119,1,1,1,0,0,0,0,0,1,2,1
0,1,1,6.55800867168213,1.2662330273339715,6.649632419827024,150,6.2042126038584655,0,2,7.480851004064882,2,1,1,0,0,0,0,1,0,2,2
0,1,2,5.6255403200973495,7.377624200514427,4.551864132841096,15,8.670065421132845,2,0,6.880284879519139,1,1,1,0,1,0,1,0,0,0,1
1,0,2,4.4517888119701645,7.339460162721248,4.85024402321321,150,5.401394992967962,0,2,7.087144307055918,1,1,0,0,0,0,0,0,0,1,1
3,1,0,8.396208556039479,0.5431326336991062,3.8580443341558817,45,1.4470418284442876,1,2,3.6342754661761525,0,1,0,0,0,0,0,0,0,2,1
2,0,2,5.364848428698019,7.435265967107678,6.717109617462267,45,5.987443476333455,2,1,7.648325047727525,1,1,1,0,1,0,0,0,0,1,1
0,0,1,10.18760932030137,9.269482498676995,0.0,45,10.067668204844667,2,1,4.131296129705885,0,0,0,0,0,0,0,0,0,3,1
3,0,2,7.895746425836586,5.5409440927875835,1.529834010558832,60,8.499965826272167,1,1,4.204629176688743,2,1,1,0,0,0,1,0,0,1,2
0,0,1,8.55323675752334,1.9670227832390528,0.1328046014563905,45,4.297386789569776,2,2,4.06313136574353,2,1,0,0,0,0,0,0,0,1,0
1,0,1,10.046320639231341,1.6123418807946277,1.2372470660961992,15,4.893832950427228,0,1,9.609410426136966,1,0,0,0,0,0,0,0,0,3,1
3,1,0,7.2677788832931665,0.05398134641837371,1.3945682102065367,150,1.7383575368974826,0,1,0.520363238695152,2,0,1,0,1,0,0,0,0,2,1
1,1,1,6.69353752877493,0.15055440355935767,2.0111055713445847,60,6.065529481340475,0,2,2.35291450916238,1,1,1,0,0,1,1,0,0,2,2
3,0,3,5.334775553323896,10.446550339058179,5.3311109249951825,45,13.954064135042387,0,2,9.238552914292576,1,1,0,0,0,0,0,0,0,2,0
1,0,3,5.0334890596799555,9.991906195375595,3.368892470245973,45,13.504097322729688,0,1,6.122069885433089,2,0,0,0,0,0,0,0,0,2,0
0,0,1,7.324601154631109,3.22888111842864,3.975443616921275,15,6.4958008526043,2,2,6.556716633246041,2,1,0,0,0,0,0,0,0,3,1
1,1,1,5.69019552694895,1.0065844869641705,6.433063269733729,60,3.793377348265305,1,2,6.613442931558201,1,0,1,1,0,0,0,1,0,2,2
2,1,3,4.408846436034409,9.98685110958099,6.651865044732274,45,10.644438228443972,2,2,1.8518439967392635,2,1,0,0,0,0,0,0,0,0,1
1,1,1,5.510453803460184,1.732762829610963,5.8716591699608225,15,6.561531883458743,1,0,6.748670509652912,2,0,0,0,0,0,0,0,0,1,0
1,1,2,7.135541540364016,5.579750906625497,7.442710966784526,60,5.21157593648978,0,1,3.6300562733763937,2,0,0,0,0,0,0,0,0,1,1
2,0,2,4.95577490720535,7.752489968508262,2.3871445381549403,45,9.521091415645643,2,1,6.067778884519964,0,1,1,0,0,0,0,0,0,3,1
0,1,2,6.679452980582081,6.293529297924342,2.1571028776081413,15,9.00381706960894,2,2,9.397380029241827,0,0,0,0,0,0,0,0,0,3,1
0,0,2,5.459499378628424,1.100880524203481,0.6356731468071461,60,1.617833815559717,0,1,5.274416596850401,0,1,0,0,0,0,0,0,0,2,1
0,0,2,5.83654109798502,7.835790559086349,2.3074637929014066,15,7.381339236910064,0,1,4.0790142716754945,2,1,1,1,0,0,0,1,0,3,1
3,0,1,6.447926232156098,0.8222427771561571,1.2894674666971166,60,6.344947391707195,1,1,6.911093607551325,2,0,1,1,0,0,0,0,0,3,1
0,1,2,4.90813694766949,7.6666472779592505,7.188926471016238,60,10.351979776348543,2,1,6.3608788487104055,2,0,0,0,0,0,0,0,0,2,0
0,0,1,3.231371358352151,5.855778914486213,2.6330503165839554,60,4.612979324817098,2,2,2.0199396328233923,1,1,0,0,0,0,0,0,0,3,0
0,0,1,5.377035584459194,2.4895753396419513,4.669035733856172,150,3.5183530723211036,0,1,5.578447449633977,1,0,1,0,1,0,0,0,0,3,2
0,0,3,6.357863169528406,9.572562187871139,3.1002560199499274,60,8.896970710968736,0,0,3.153092816052734,0,1,1,0,0,1,0,1,1,1,1
1,0,1,8.459738170487856,1.3349505678408082,4.095066997935938,15,8.293564309666863,1,2,7.608581135410316,1,1,1,1,0,1,0,1,0,2,1
0,0,1,4.388592150140159,6.128261225606227,0.3992843219584056,15,5.243610599518303,1,0,0.28052650175931,2,1,1,0,1,1,1,1,0,1,1
3,1,3,4.421151137331924,8.738008658351008,2.5590076843964575,45,9.420477776191843,1,2,8.559500093334556,0,1,1,0,1,0,0,0,1,3,1
0,0,2,6.813221804033936,7.074312762678382,5.972416244348345,150,7.536302049539733,2,1,9.067848508519015,0,1,1,1,1,0,1,0,0,0,1
3,1,3,3.093503655962058,8.994579616220088,2.768867640947509,45,9.223990079648223,1,2,9.426351506563915,0,1,1,0,1,0,0,0,1,3,1
0,1,3,6.234287534976981,7.8600938850101825,6.56053108227787,60,9.00768090080227,1,1,8.615635813744838,2,1,1,0,0,0,0,1,1,2,1
3,0,3,6.958273086092345,10.544861464184123,1.3924349238838571,15,7.658336090241416,0,2,2.686251667756542,2,0,0,0,0,0,0,0,0,2,1
0,0,1,5.930299014031632,1.900993099875425,6.368148114163655,45,6.9011929658152535,0,1,0.6792477917624004,0,0,1,1,0,1,0,0,0,2,1
1,0,0,7.8737599615017935,0.0,3.542765202674499,60,1.6887471103176535,2,1,0.5886705296144378,2,1,1,1,0,0,0,0,1,3,1
1,1,2,7.676162446513718,6.581809587994658,3.1952281650150813,15,7.075925708991474,0,1,7.857987094739431,2,1,0,0,0,0,0,0,0,2,1
0,0,2,6.579444879973426,7.1739748661971685,4.16101210056727,60,9.901712392893831,0,1,6.719807172644977,2,1,0,0,0,0,0,0,0,0,0
0,0,3,8.181554228153354,8.883058342324807,3.229394410344666,15,11.689954929368364,1,1,4.063084067213501,1,1,0,0,0,0,0,0,0,0,0
3,0,3,6.837828734412949,11.532192970766989,0.2089171979297465,15,7.886721041221737,0,2,2.2012960006874143,2,0,0,0,0,0,0,0,0,2,1
0,0,2,5.417712235946524,1.1358001838112475,0.3318047545759891,60,2.4431969487975564,0,1,6.27713982101937,0,1,0,0,0,0,0,0,0,2,1
3,0,2,7.418105650002558,5.927992019157959,2.1635643922829795,60,8.431434024527267,1,1,3.957136496065111,2,1,1,0,0,0,1,0,0,1,2
0,0,3,7.062402898195341,9.997209851116601,3.597233832754202,45,12.734906153762998,2,2,2.2496192571162474,2,0,1,0,0,1,0,0,1,1,1
2,1,2,8.747706831237686,7.611545535553814,4.707216795880641,60,3.171298147538704,2,1,4.861719740387545,2,1,0,0,0,0,0,0,0,2,1
1,0,3,5.417804617463547,9.433074250007717,1.5152532209504808,45,13.705865798594468,0,2,7.815339458816309,2,1,1,1,0,0,0,0,0,2,1
0,0,2,5.541392713131434,7.358707056615454,6.6742934878334985,60,10.632998953187897,1,0,1.7892585201547062,2,1,0,0,0,0,0,0,0,1,1
0,0,1,7.970676763303467,0.8688886524538703,3.330185544031922,15,5.5783734146394295,1,1,4.955560418140888,0,0,1,0,1,0,1,0,0,3,1
3,1,0,7.667750659263882,1.1628678565144452,1.0191343187656525,150,3.604929765489787,0,1,0.8693444676209554,2,0,1,0,1,0,0,0,0,2,1
0,0,2,7.334481757061657,5.168780518188407,4.347930898842605,45,5.328081595316543,0,2,0.1254735683674414,0,0,1,0,0,0,0,0,1,3,1
0,0,1,7.921986069137841,1.8422855990126652,0.9199621685808594,15,2.488492799186165,2,2,2.287482597584146,2,1,1,0,1,0,0,0,0,2,2
2,0,2,6.639993206590328,7.423320097781277,5.750324778268754,15,8.011940871191268,0,0,0.5897892576545416,1,1,0,0,0,0,0,0,0,1,0
0,0,3,4.905303778744648,9.242027876172468,0.8124805708025841,45,13.71735115176898,0,0,2.8380909937375627,1,1,0,0,0,0,0,0,0,3,0
0,0,2,7.837364273031753,7.497638926288593,1.3981614591084481,60,7.746228629481611,1,2,4.879669767530915,1,0,1,0,0,0,0,1,0,1,1
0,0,1,8.820217359003975,1.7298496946069095,2.810042874179457,60,1.2244317245746275,2,1,1.4722437909236818,0,1,1,0,0,0,1,0,0,2,2
0,0,1,6.319879720891122,7.685510133527071,1.1374714701342916,45,2.825314420296208,2,2,2.806099158704138,2,1,1,0,1,0,0,0,0,3,1
0,0,2,7.074970772104051,6.436050453983816,1.8018385991790717,45,7.855007704084049,0,2,7.661493640681282,2,1,1,0,1,0,0,0,0,1,1
0,0,1,8.086736493472603,1.7907031960138662,0.4606154752679421,15,1.9147735135153272,2,2,2.365018006743378,2,1,1,0,1,0,0,0,0,2,2
1,0,3,5.964117914544223,8.650343538993145,6.388882537340759,15,11.261207072152086,2,1,2.20163125133534,0,1,0,0,0,0,0,0,0,1,1
2,1,3,4.0666719334710955,11.215616688073219,5.7638760055750105,45,7.637259528238377,0,1,2.9726883331375635,1,1,1,0,0,1,0,1,0,2,1
0,0,1,8.851187710335301,0.29860885393704895,2.276275907550284,150,2.890332674166234,2,0,2.6247015688686206,0,1,0,0,0,0,0,0,0,1,1
2,1,2,7.31676130652599,5.12280246885963,3.28856903193686,45,9.077290784409843,2,1,5.542302180728317,2,1,1,1,0,0,0,1,0,2,1
3,1,0,6.565101652686925,1.8267758513213128,1.7639135037641915,15,0.6559545957920787,0,1,4.742943488428186,2,1,1,0,1,0,0,1,0,3,2
3,1,3,5.444995944164988,11.363253032199712,2.4435350931127475,60,12.485299980171462,0,2,10.068141488026969,0,1,0,0,0,0,0,0,0,2,0
0,0,2,7.349100139049121,5.48627165445469,4.076076767191639,45,4.904590713123777,0,2,1.4565567343939687,0,0,1,0,0,0,0,0,1,3,1
0,0,1,4.997689155548239,4.424556647803205,0.9808598671404343,60,3.6544215650666754,2,1,1.5116363620094395,1,1,1,0,1,0,1,0,0,3,2
2,0,2,6.085403592770843,8.182668867013467,5.3870350932236075,15,8.546173570555384,0,0,0.4556825970751859,1,1,0,0,0,0,0,0,0,1,0
2,1,1,7.89511039215924,3.773397793369687,3.541815601294598,45,7.075252758438611,0,1,8.258052718603075,1,0,1,0,0,1,0,0,0,1,2
1,0,2,7.404292322675089,5.598872666781455,4.849809612975082,45,4.453193936741745,0,0,4.569969376071077,0,1,0,0,0,0,0,0,0,2,0
1,1,1,9.788142058076529,0.0,1.819496577997699,15,3.1596407489026466,2,2,7.808367683241595,0,0,1,0,0,1,0,0,1,1,1
1,0,0,12.019845878665926,4.299270880107555,1.4761217964444535,150,20.096950901857404,1,2,23.0,1,0,1,0,0,0,1,1,0,3,2
0,0,1,8.132713306713713,3.13993726892238,7.173142638855796,15,5.313393644298636,1,1,9.787062313284116,1,0,1,0,0,0,0,1,0,2,2
0,1,1,4.190093333830883,0.1012490035972596,6.37592031100245,60,4.223028472087933,2,2,5.8366759204291325,2,1,0,0,0,0,0,0,0,1,0
0,0,1,8.302341600904708,0.47608614787285874,1.6248569251793383,60,2.2496848059690104,2,1,0.9688915489322,0,1,1,0,0,0,1,0,0,2,2
1,1,1,8.117674325376456,3.3875753036628318,3.9863863786121985,45,6.326941485241494,2,2,2.6689565462881952,0,1,1,0,1,1,1,0,0,1,2
2,1,3,5.059962253386554,10.683287096462465,0.8381917467517317,45,12.394147403570365,0,2,2.378050368593664,0,1,1,0,0,0,1,1,0,1,1
0,1,3,3.325006976742503,10.101030239338316,1.8476116117974448,45,8.824969280485027,0,1,1.8941928941913615,2,1,0,0,0,0,0,0,0,2,0
0,1,1,6.432106220499611,2.770215944124529,1.3483165865870685,15,3.688964137796701,0,1,2.0670855604579383,1,1,1,1,0,0,1,0,0,0,1
0,0,1,7.563382238830755,3.1771907951421676,2.8332491458996016,15,5.298210873856674,2,0,5.010308992586205,2,1,1,0,0,0,0,1,0,2,1
1,1,2,5.330158359940169,6.402434774342505,1.2265943158374548,15,8.783629735672301,0,2,5.066417971437746,0,1,1,0,0,0,0,1,0,2,2
0,0,2,6.22211258996804,9.249839153622997,1.868182228435945,45,9.912005904717192,2,1,6.629258433754808,2,1,1,0,0,0,1,0,0,2,2
2,0,1,6.669727860414106,1.3287946297619715,2.2609317698378084,15,6.470752095202238,2,1,2.2649368785740065,0,0,1,1,0,0,1,0,1,1,1
1,0,2,6.99056873791608,7.057989079141349,1.8868367533169983,45,8.474255901109695,2,2,8.75324318547852,0,1,0,0,0,0,0,0,0,3,0
2,0,1,5.614606970413128,0.8219483626008469,4.056216164261874,60,5.620241024439073,2,0,9.737465338842933,0,1,0,0,0,0,0,0,0,3,1
0,1,3,5.261392548085433,10.10358016040619,5.740116410961135,60,10.484106567904748,0,0,3.972060622755308,1,0,0,0,0,0,0,0,0,3,0
0,0,1,4.379516434143992,5.459376880018334,0.8567897025087211,15,5.025853924095879,1,0,0.045521985349300936,2,1,1,0,1,1,1,1,0,1,1
0,0,2,6.543396448772099,8.046208398899523,3.064481579393609,60,5.5368207436884065,0,1,3.2192046927696305,2,0,1,0,1,0,0,1,0,1,1
1,0,1,6.387160247037356,1.414699432002361,6.709050440223017,60,4.2264873275227695,0,2,4.05257037374762,1,1,0,0,0,0,0,0,0,2,1
0,0,1,6.036608702810794,0.0,6.169227341487996,15,4.717704303554129,2,1,4.086488906759955,2,1,1,1,0,0,0,0,1,1,1
1,0,3,4.717290245142224,9.016472398687544,2.4958018352319766,60,8.797448202855339,0,1,5.122825063557167,2,0,0,0,0,0,0,0,0,2,0
0,1,3,6.466934799345665,9.436532318600818,4.346016110314622,45,8.325288846092516,1,2,1.0375756131040097,2,0,1,0,1,0,1,0,1,2,2
1,0,1,6.30603369604704,0.07021359780589236,2.540645613693139,15,7.9623972971330454,2,2,1.9111918961133243,0,1,1,0,0,0,0,1,0,1,1
1,0,1,5.232186285436115,1.1920963550050363,2.0803776890511165,45,2.7758612389679755,0,1,5.290092410293955,2,1,1,1,0,1,0,1,0,1,1
0,0,3,5.709771423996743,10.403748806522927,1.835278092939409,45,13.144197465245174,0,2,2.2840722863367326,2,1,0,0,0,0,0,0,0,2,0
0,0,2,7.770519255253773,9.24495496320279,5.946003737444924,15,8.993937726286436,0,1,3.513397447109703,1,0,1,0,0,0,0,1,0,1,2
2,0,1,5.184362752215917,1.8315735176114298,2.3896050555312853,15,5.436935984164965,0,1,8.306855246462305,0,1,1,1,0,0,0,0,0,1,1
0,1,1,7.198263470003498,2.623202255819595,4.433955960483731,15,3.927073892643024,2,1,5.62507240839006,0,1,1,1,0,0,0,1,0,3,1
2,1,1,7.152050537240423,0.0,3.837014113414703,15,6.445588079947468,0,1,0.16194842304371226,2,1,1,0,1,0,1,0,0,2,1
2,0,2,8.395573355756264,8.034426288925276,0.36744762091354877,60,4.3646538229267975,2,1,2.2916296304832646,2,1,1,0,0,0,0,1,0,3,2
0,1,3,6.63617960444175,8.568930857154516,4.8722550648423315,45,9.774700081672565,2,1,4.382214993345371,2,1,0,0,0,0,0,0,0,2,1
1,1,2,8.15986695723694,8.054196733324098,4.483500438795208,45,8.400369513570572,2,1,5.978801295850153,2,0,0,0,0,0,0,0,0,2,1
1,0,2,5.940363342376254,7.957624154385894,0.27720966118066237,15,9.578542879513597,1,1,4.937027417058368,0,1,0,0,0,0,0,0,0,1,1
0,0,2,7.490304177433379,8.071528644274705,6.654233716619931,15,6.017289640764642,2,2,2.3782090253352024,0,0,0,0,0,0,0,0,0,2,1
0,0,1,5.451799317747445,2.8061453000284518,1.7433782708646195,15,2.4909333694433258,0,1,3.303960575548322,2,1,1,0,1,1,0,1,0,1,2
0,1,2,7.047287910227163,6.097483942920277,2.769871656189339,150,6.825164123600166,2,0,6.13105814438492,2,1,1,0,1,1,0,0,0,3,2
0,1,3,5.513852378740853,8.797518169343704,5.524194346347443,45,10.957641386233997,2,1,5.178321089584307,2,1,1,1,1,0,0,1,0,2,2
0,1,2,7.879450757369769,7.550559300489209,0.11354415497220305,45,6.699790888947548,0,1,1.742594018588882,0,1,0,0,0,0,0,0,0,1,1
1,0,2,7.812434242008148,5.962350702679042,0.0,15,11.221688522158779,0,1,9.456141157531352,2,1,0,0,0,0,0,0,0,1,0
0,0,3,5.09061794639449,7.951448529692666,2.5799479488889427,45,9.351691309301724,0,1,3.373234146943057,0,1,1,0,0,1,0,1,1,1,2
1,0,1,8.353673737920374,2.9375850435631436,1.9434256226287205,45,4.990543809232519,2,1,5.501259827880488,0,0,0,0,0,0,0,0,0,1,1
3,0,1,4.909210332713537,2.597155003498944,1.1488649206170667,15,6.6218176707013265,2,0,7.1736728613098215,2,0,1,1,0,0,0,0,1,0,1
0,0,3,7.681612625696493,6.920279147990999,2.3212694321846077,15,5.027930840501623,2,2,0.895364082067639,0,0,1,0,1,0,0,0,0,2,1
2,0,1,6.371001458468283,2.8716673368192396,3.6070447030396986,15,1.9235838742965066,0,1,10.54324583883984,2,0,0,0,0,0,0,0,0,0,0
2,0,3,5.5337084765162,10.77615858370978,4.845019682146232,15,10.342768170017607,2,1,10.041792478108396,2,0,0,0,0,0,0,0,0,0,0
3,1,2,5.576849962628424,8.256552619553325,6.444206974279743,60,5.1549727239611585,1,0,6.450195116629604,0,0,1,0,0,0,1,0,1,0,2
0,1,2,7.983479543963361,2.1189815089121087,3.5890379190291326,15,0.8249200405901298,0,0,8.693217194026063,0,1,0,0,0,0,0,0,0,1,0
1,1,2,7.530479718231256,8.839586401664695,5.394639708261701,60,3.5496074588500663,0,1,10.142511759324838,0,0,1,0,0,0,0,0,1,2,1
0,0,2,7.750925758517996,8.257947245809769,1.1014692026391888,60,10.622249874902966,2,2,7.793661088941573,2,1,0,0,0,0,0,0,0,2,0
0,1,1,8.410458404071948,0.0,1.479857904548215,15,5.444331409885186,1,2,8.690771236574143,1,1,1,0,1,0,0,0,0,3,1
1,1,2,6.57607424333544,5.8032352350079845,7.694781087640536,60,5.34491613550923,0,1,1.835065028469248,2,0,0,0,0,0,0,0,0,1,1
1,0,1,5.2308459667682765,3.7776205698061,1.4420866835142618,45,2.5564331388308084,2,1,5.4617401783661865,2,1,0,0,0,0,0,0,0,2,1
3,1,1,9.115487244915549,0.0,4.442797661482324,15,4.862257339150102,1,1,8.874846806688648,1,1,1,0,0,1,0,0,0,2,2
0,0,1,7.683251655397738,12.251170007504646,1.7165444136246053,45,5.110631137173754,2,2,0.30600252981129505,0,0,1,0,1,0,0,0,0,2,2
2,1,1,5.84971108674268,2.6886244319354056,1.1995514351418015,60,3.814407073670814,2,0,2.346797704064979,0,0,1,0,1,0,1,0,1,1,1
0,1,1,7.040734692704677,3.1287785959282326,6.425636599113139,45,6.554564141948131,2,0,9.325959547637082,2,1,1,0,1,0,1,0,0,3,2
1,0,1,7.75119581671883,3.8163881233930406,1.824116279948572,60,1.724169491322212,2,2,8.74270072853421,2,0,1,0,0,0,0,1,0,1,2
1,0,2,5.46674101403759,5.419958518865449,0.5202743210324414,60,8.554422055257584,1,2,3.6312574449525816,1,1,1,1,0,0,0,0,0,3,1
0,0,2,5.029335940118237,10.093271252587895,2.558557750345312,45,7.089515747115135,1,1,6.590252287727639,1,1,0,0,0,0,0,0,0,1,1
0,1,1,5.094224350886676,0.0,1.9188692860233967,60,4.896961996168161,2,1,1.5375554122943855,0,0,1,0,0,0,0,0,0,1,2
0,1,1,5.5633554407666885,0.0,2.4310314323493074,45,3.4752089508838067,0,2,1.2257449566562277,2,1,1,0,0,0,0,0,0,1,2
2,1,0,8.479705623625454,0.5820414076102074,5.736297232702114,15,2.931938084909625,0,0,4.740015254235247,2,1,1,0,1,0,0,1,0,2,2
0,0,2,5.990133939094858,7.863769509116378,2.9495546695884065,60,4.7236031809484675,0,1,3.544727706135391,2,0,1,0,1,0,0,1,0,1,1
0,0,1,12.421665054930726,1.5755485623379626,1.5573717938055527,45,3.807621640120281,2,1,5.581707503064427,2,1,1,1,0,1,0,0,0,3,2
0,0,3,4.1859424171256645,8.537640168253526,4.7744277500831105,15,11.27365633693336,2,1,6.710318563889942,0,1,0,0,0,0,0,0,0,1,0
